track_name,artist,released_year,released_month,released_day,in_spotify_playlists,streams,bpm,key,mode
Malas Decisiones,Kenia OS,2022,10,26,542,156214700,110,G#,Minor
Murder In My Mind,Kordhell,2022,1,21,2459,448843705,120,A#,Major
Gangsta's Paradise,"Coolio, L.V.",1995,7,11,10624,1357608774,80,G#,Major
CAIRO,"Karol G, Ovy On The Drums",2022,11,13,2418,294352144,115,F,Minor
I Love You So,The Walters,2014,11,28,7536,972164968,76,A#,Major
Dark Red,Steve Lacy,2017,2,20,10431,920045682,172,F#,Major
Say You Won't Let Go,James Arthur,2016,9,9,15722,2420461338,99,A#,Major
The Hills,The Weeknd,2015,5,27,25744,1947371785,136,,Minor
Heart To Heart,Mac DeMarco,2019,5,10,1640,244658767,150,G#,Minor
Peaches (from The Super Mario Bros. Movie),Jack Black,2023,4,7,34,68216992,92,A#,Minor
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",2022,12,15,1845,223582566,95,C#,Major
LOKERA,"Brray, Rauw Alejandro, Lyanno",2022,7,25,3301,471819764,102,B,Minor
Low,SZA,2022,12,9,1911,272377463,145,,Minor
Numb,Linkin Park,2003,3,24,20111,1361425037,110,A,Major
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2023,2,24,1529,149778242,95,,Major
on the street (with J. Cole),"j-hope, J. Cole",2023,3,3,615,116599790,94,B,Minor
One Thing At A Time,Morgan Wallen,2022,12,2,811,148469433,142,G,Major
Miss You,"Robin Schulz, Oliver Tree",2022,8,5,5730,497225336,145,F#,Minor
Ain���t Tha,Morgan Wallen,2023,3,3,356,88791109,121,F#,Minor
Thinkin��� B,Morgan Wallen,2023,3,3,604,125917280,140,D#,Minor
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",2023,2,23,1190,105062254,137,C#,Minor
Everything I Love,Morgan Wallen,2023,1,31,579,95623148,104,G#,Major
Heaven,Niall Horan,2023,2,17,1553,144584800,92,F,Major
LET GO,Central Cee,2022,12,15,2301,298063749,146,D,Minor
Sial,Mahalini,2023,1,23,134,166570053,120,D,Major
I Wrote The Book,Morgan Wallen,2023,1,31,430,83021468,144,D,Major
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2022,11,5,86,139836056,94,A,Major
SPIT IN MY FACE!,ThxSoMch,2022,10,31,629,303216294,94,G#,Major
PLAYA DEL INGL�,"Myke Towers, Quevedo",2022,12,15,1701,221409663,113,G,Minor
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2023,3,3,329,58890931,148,E,Major
Red Ruby Da Sleeze,Nicki Minaj,2023,3,3,1168,81419389,98,C#,Major
Kahani Suno 2.0,Kaifi Khalil,2022,5,31,162,156777415,140,B,Major
Nobody Gets Me,SZA,2022,12,9,2536,284908316,100,G,Major
PERO T�,"Karol G, Quevedo",2023,2,23,387,93438910,140,F#,Major
Hype Boy,NewJeans,2022,8,1,892,363472647,100,E,Minor
Bloody Mary,Lady Gaga,2011,1,1,3909,372476382,100,A,Minor
Monoton�,"Ozuna, Shakira",2022,10,19,3645,380726517,132,,Minor
���98 Braves,Morgan Wallen,2023,3,3,282,56533272,142,D,Major
WANDA,Quevedo,2023,1,20,888,175399345,176,E,Minor
Thought You Should Know,Morgan Wallen,2022,5,6,968,203221468,140,F#,Major
In The End,Linkin Park,2000,10,24,25065,1624165576,105,D#,Minor
Zona De Perigo,Leo Santana,2022,12,8,531,134294498,135,F,Major
Lovezinho,Treyce,2022,7,28,242,70069745,128,E,Minor
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2022,6,3,5281,609293408,101,F,Major
Neverita,Bad Bunny,2022,5,6,2590,671365962,122,A#,Major
Vista Al Mar,Quevedo,2022,9,8,1769,362361576,105,,Minor
Sem Alian��a no ,"MC Xenon, Os Gemeos da Putaria",2022,12,23,454,93587665,83,C#,Major
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",2021,9,3,6180,1223481149,77,B,Minor
Revenge,XXXTENTACION,2017,8,25,3600,1022258230,140,B,Minor
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2022,11,3,1254,263453310,158,C#,Major
LA CANCI�,"J Balvin, Bad Bunny",2019,6,28,6398,1435127549,176,G,Major
Qu�� Ago,"Yuridia, Angela Aguilar",2022,10,20,660,236857112,98,B,Major
Love Again,The Kid Laroi,2023,1,27,1283,147538971,107,B,Minor
After Hours,The Weeknd,2020,2,19,8084,698086140,109,F,Minor
About Damn Time,Lizzo,2022,7,15,2332,723894473,109,A#,Minor
Born With A Beer In My Hand,Morgan Wallen,2023,3,3,203,34450974,148,,Major
���������������������,Fujii Kaze,2020,5,20,685,403097450,158,F#,Minor
Besos Moja2,"Wisin & Yandel, ROSAL�",2022,9,29,2460,309483971,94,F,Minor
Maan Meri Jaan,King,2022,10,12,288,319566866,96,F#,Minor
Moscow Mule,Bad Bunny,2022,5,6,4572,909001996,100,F,Minor
My Universe,"Coldplay, BTS",2021,9,24,6127,1061966512,105,A,Major
Devil Don���,Morgan Wallen,2023,3,3,166,32526947,125,,Major
LLYLM,ROSAL�,2023,1,27,1838,124988687,170,F#,Minor
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",2023,1,27,1890,103787664,115,,Major
TRUSTFALL,P!nk,2023,1,27,2098,134255790,122,G#,Major
ANTIFRAGILE,LE SSERAFIM,2022,10,17,761,301051721,105,A#,Minor
Boy's a liar,PinkPantheress,2022,11,30,1225,156338624,133,F,Major
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2023,1,13,415,152850295,100,,Major
Shirt,SZA,2022,10,28,3469,309653982,120,D#,Minor
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,2022,10,28,3311,297328960,177,A,Major
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2022,9,22,2616,332506354,142,D,Minor
"Sex, Drugs, Etc.",Beach Weather,2016,11,4,3006,480507035,144,E,Minor
Boy With Luv (feat. Halsey),"Halsey, BTS",2019,4,12,4260,1065580332,120,B,Minor
"Hey, Mickey!",Baby Tate,2016,9,27,482,122763672,135,D,Major
Calm Down,R��,2022,2,9,4013,445763624,107,B,Major
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",2022,12,22,138,1365184,105,G,Major
Escapism. - Sped Up,"RAYE, 070 Shake",2022,11,25,1368,184308753,108,F#,Minor
Space Song,Beach House,2015,1,1,17852,789753877,147,,Minor
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",2022,11,20,889,323358833,115,,Major
Te Felicito,"Shakira, Rauw Alejandro",2022,4,21,4796,606361689,174,F,Major
Mu��,"Steve Aoki, Tini, La Joaqui",2023,1,12,658,120972253,90,A#,Minor
TV,Billie Eilish,2022,7,21,3009,338564981,141,E,Minor
I'm Not The Only One,Sam Smith,2014,1,1,17492,1606986953,82,F,Major
Heather,Conan Gray,2020,3,20,6170,1301799902,92,F,Major
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",2022,12,12,130,140187018,116,G#,Minor
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2017,6,2,27705,1897517891,124,A,Minor
Sugar Rush Ride,TOMORROW X TOGETHER,2023,1,27,359,107642809,125,A#,Minor
Pink Venom,BLACKPINK,2022,8,19,1963,551305895,90,,Major
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",2022,4,27,5491,556585270,83,C#,Major
Don't Start Now,Dua Lipa,2019,10,31,27119,2303033973,124,B,Minor
After Dark,Mr.Kitty,2014,8,8,1776,646886885,140,G#,Major
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2022,9,16,1473,222612678,154,,Major
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2021,7,23,13315,1814349763,150,D#,Minor
MIDDLE OF THE NIGHT,Elley Duh�,2020,1,10,4057,872137015,186,E,Minor
Atlantis,Seafret,2015,4,22,3045,571386359,166,G#,Minor
PUNTO 40,"Baby Rasta, Rauw Alejandro",2022,9,22,3006,304079786,107,,Major
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",2022,9,9,852,174006928,87,G,Major
How Do I Say Goodbye,Dean Lewis,2022,8,5,2163,284785823,82,G#,Major
Blind,SZA,2022,12,9,1484,163284000,114,A,Minor
Die For You,Joji,2022,11,4,1703,246390068,148,G#,Major
Doja,Central Cee,2022,7,20,4169,482257456,140,F#,Major
Gatita,Bellakath,2022,10,3,1054,168684524,101,G,Major
Rumble,"Skrillex, Flowdan, Fred again..",2022,1,17,2849,78489819,140,C#,Minor
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",2022,12,2,1602,195516622,88,G,Minor
Yonaguni,Bad Bunny,2021,6,4,9644,1260594497,180,C#,Major
Super Freaky Girl,Nicki Minaj,2022,8,12,4827,428685680,133,D,Major
Running Up That Hill (A Deal With God),Kate Bush,1985,9,16,21811,1024858327,108,A#,Minor
Dream On,Aerosmith,1973,1,5,168,838586769,80,F,Minor
Limbo,Freddie Dredd,2022,8,11,688,199386237,75,B,Minor
Where Are You Now,"Lost Frequencies, Calum Scott",2021,7,30,10565,972509632,121,F#,Minor
WORTH NOTHING,"Twisted, Oliver Tree",2022,9,28,1612,213438580,140,D,Minor
Bad Habits,Ed Sheeran,2020,9,3,12755,1555511105,126,B,Minor
KICK BACK,Kenshi Yonezu,2022,10,12,574,210038833,102,C#,Major
Evergreen (You Didn���t Deserve Me A,Omar Apollo,2022,4,8,2499,227918678,82,A,Major
Good Days,SZA,2020,12,24,10426,826623384,121,C#,Minor
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2020,3,27,15894,1802514301,103,F#,Minor
Woman,Doja Cat,2021,6,25,9424,1329090101,108,F,Minor
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2022,9,14,713,181831132,85,F,Minor
Ferrari,"James Hype, Miggy Dela Rosa",2022,3,14,7758,462791599,125,C#,Minor
"You're On Your Own, Kid",Taylor Swift,2022,10,21,2537,348647203,120,D,Major
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",2022,7,17,292,366599607,94,,Major
Agudo M��gi,"Styrx, utku INC, Thezth",1930,1,1,323,90598517,130,F#,Minor
Payphone,"Maroon 5, Wiz Khalifa",2012,1,1,14143,1479264469,110,E,Major
All I Want for Christmas Is You,Mariah Carey,1994,10,28,25653,1449779435,150,G,Major
Last Christmas,Wham!,1984,1,1,22153,1159176109,107,B,Minor
Rockin' Around The Christmas Tree,Brenda Lee,1958,1,1,14994,769213520,140,G#,Major
Jingle Bell Rock,Bobby Helms,1957,1,1,10326,741301563,119,D,Major
It's Beginning To Look A Lot Like Christmas,Michael Bubl�,2011,10,14,12353,807561936,93,E,Major
Santa Tell Me,Ariana Grande,2013,12,13,9408,834129063,133,G,Major
It's the Most Wonderful Time of the Year,Andy Williams,1963,10,14,8879,663832097,202,G,Major
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1959,11,16,6512,446390129,134,C#,Major
Snowman,Sia,2017,1,1,5140,690104769,105,C#,Major
Underneath the Tree,Kelly Clarkson,2013,10,25,6596,485285717,160,G#,Major
Feliz Navidad,Jos�� Felic,1970,11,1,3788,520034544,148,D,Major
Holly Jolly Christmas,Michael Bubl�,2011,10,14,7655,476244795,151,G,Major
Mistletoe,Justin Bieber,2011,1,1,9577,629173063,162,F#,Minor
Sleigh Ride,The Ronettes,1963,11,22,10114,404664135,92,D,Major
Seek & Destroy,SZA,2022,12,9,1007,98709329,152,C#,Major
Love Language,SZA,2022,12,9,1127,110849052,65,A,Minor
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",1971,12,1,10829,460492795,147,D,Major
Used (feat. Don Toliver),"SZA, Don Toliver",2022,12,8,1042,94005786,150,A#,Minor
A Holly Jolly Christmas - Single Version,Burl Ives,1952,1,1,7930,395591396,140,,Major
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1946,11,1,11500,389771964,139,C#,Major
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1979,11,16,1685,403939487,95,B,Major
Do They Know It's Christmas? - 1984 Version,Band Aid,1984,11,25,14169,481697415,115,,Major
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2022,12,9,1634,110073250,125,F#,Major
Special,SZA,2022,12,9,906,88092256,76,,Major
Merry Christmas Everyone,Shakin' Stevens,1984,1,1,1087,351636786,101,C#,Minor
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",1950,1,1,10585,473248298,143,D,Major
SOS,SZA,2022,12,9,827,73981293,119,G,Minor
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2022,12,8,1420,155653938,78,A,Major
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1942,1,1,11940,395591396,96,A,Major
Driving Home for Christmas - 2019 Remaster,Chris Rea,1986,1,1,888,429504768,180,A,Major
Christmas (Baby Please Come Home),Darlene Love,1963,11,22,9122,242767149,126,D#,Major
Gone Girl,SZA,2022,12,9,892,65362788,150,F,Major
F2F,SZA,2022,12,9,989,67540165,90,D,Major
Notice Me,SZA,2022,12,9,819,62019074,160,F,Major
Merry Christmas,"Ed Sheeran, Elton John",2017,11,10,2209,135723538,114,,Major
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",1958,1,1,6290,295998468,113,G,Major
My Only Wish (This Year),Britney Spears,2000,11,7,6952,261116938,147,,Major
Antidepresan,"Mabel Matiz, Mert Demir",2022,11,4,313,136689549,100,B,Minor
Wild Flower (with youjeen),RM,2022,12,2,353,135611421,155,G#,Major
I Hate U,SZA,2021,12,3,4094,356709897,107,G,Minor
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2022,12,2,880,110649992,112,G#,Major
SPIT IN MY FACE!,ThxSoMch,2022,10,31,573,301869854,166,C#,Major
Deck The Hall - Remastered 1999,Nat King Cole,1959,1,1,3299,127027715,107,F#,Minor
Smoking on my Ex Pack,SZA,2022,12,9,811,57144458,81,G#,Major
Conceited,SZA,2022,12,9,899,56870689,150,C#,Major
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2022,10,21,2415,323437194,110,A,Major
Maroon,Taylor Swift,2022,10,21,2304,317726339,108,G,Major
Tubar��o Te,"Dj LK da Esc��cia, Tchakabum, mc jhenny, M",2022,9,28,1003,116144341,130,E,Minor
Bejeweled,Taylor Swift,2022,10,21,2699,328207708,164,G,Major
Tarot,"Bad Bunny, Jhay Cortez",2022,5,6,2482,608228647,114,B,Minor
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2005,9,20,2577,180577478,93,F,Major
Desesperados,"Chencho Corleone, Rauw Alejandro",2021,6,25,6821,809306935,90,C#,Minor
Too Late,SZA,2022,12,8,714,49262961,128,B,Major
Party,"Bad Bunny, Rauw Alejandro",2022,5,6,3185,614555082,97,A,Major
Run Rudolph Run - Single Version,Chuck Berry,1958,1,1,8612,245350949,152,G,Minor
Jingle Bells - Remastered 1999,Frank Sinatra,1957,1,1,4326,178660459,175,G#,Major
Far,SZA,2022,12,9,680,51641685,116,D,Major
On Time (with John Legend),"John Legend, Metro Boomin",2022,12,2,398,78139948,80,F,Minor
GAT��,"Maldy, Karol G",2022,8,25,3328,322336177,93,B,Minor
���abcdefu,Gayle,2021,8,13,7215,1007612429,122,E,Major
Sacrifice,The Weeknd,2022,1,7,4440,326792833,122,G,Major
Is There Someone Else?,The Weeknd,2022,1,7,2881,391251368,135,A,Minor
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2022,1,5,2235,349585590,109,F,Major
Out of Time,The Weeknd,2022,1,7,3711,339659802,93,,Minor
Do It To It,"Cherish, ACRAZE",2021,8,20,12403,674772936,125,B,Minor
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2021,11,19,2785,432719968,206,,Minor
Pepas,Farruko,2021,6,24,14114,1309887447,130,G,Major
How Do I Make You Love Me?,The Weeknd,2022,1,7,1915,119238316,121,G,Minor
Gasoline,The Weeknd,2022,1,7,2297,116903579,123,F#,Minor
Infinity,Jaymes Young,2017,6,23,4375,888046992,122,B,Minor
Less Than Zero,The Weeknd,2022,1,7,2800,200660871,143,,Major
Take My Breath,The Weeknd,2021,8,6,2597,130655803,121,A#,Minor
good 4 u,Olivia Rodrigo,2021,5,14,15563,1887039593,166,F#,Minor
"Here We Go��� Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",2022,1,7,1420,88103848,135,C#,Major
Best Friends,The Weeknd,2022,1,7,1292,101114984,87,E,Minor
Kiss Me More (feat. SZA),"SZA, Doja Cat",2021,4,9,15867,1575467011,111,G#,Major
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2022,1,7,1178,91656026,110,D,Major
Need To Know,Doja Cat,2021,6,11,6672,1042568408,130,C#,Major
MONTERO (Call Me By Your Name),Lil Nas X,2020,9,18,12329,1735441776,179,G#,Minor
love nwantiti (ah ah ah),Ckay,2019,7,26,5669,726837877,93,F,Minor
Dawn FM,The Weeknd,2022,1,7,811,53933526,78,A,Minor
Surface Pressure,Jessica Darrow,2021,11,19,1756,267758538,180,D,Major
Starry Eyes,The Weeknd,2022,1,7,1014,74601456,86,A,Minor
THATS WHAT I WANT,Lil Nas X,2021,9,17,7963,920797189,88,C#,Minor
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2021,11,5,4771,539595276,97,C#,Major
Beggin,M��ne,2017,12,8,8559,1367810478,134,B,Minor
Mon Amour - Remix,"Aitana, zzoilo",2020,9,21,3221,578207856,116,D,Major
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",2021,10,5,3423,775542072,170,E,Minor
MONEY,Lisa,2021,9,10,2566,863625566,140,C#,Minor
The Motto,"Ti��sto, Ava",2021,11,4,9151,656013912,118,G,Minor
Happier Than Ever,Billie Eilish,2021,7,30,8476,1056760045,65,,Major
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2021,10,22,7495,611994237,120,,Minor
traitor,"Juan Cruz Toledo, Huilen Toledo",2021,5,21,5257,1230855859,176,D#,Major
Toxic,BoyWithUke,2021,9,10,1795,582981380,180,G#,Minor
drivers license,Olivia Rodrigo,2021,1,8,12685,1858144199,144,A#,Major
Malvad��,"Xam��, Gustah, Neo B",2021,11,30,648,240684449,133,F#,Minor
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021,11,12,4635,583687007,93,,Major
Don���t Break My,The Weeknd,2022,1,7,1184,63803529,122,A#,Major
Oh My God,Adele,2021,11,19,4431,466214729,88,C#,Major
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",2022,1,5,759,236940480,170,F,Minor
A Tale By Quincy,The Weeknd,2022,1,7,733,41924466,94,F,Minor
I AM WOMAN,Emmy Meli,2021,11,18,2795,225259194,170,A#,Major
Medallo,"Justin Quiles, Lenny Tav��rez, BL",2021,10,27,2780,393230256,90,E,Minor
It'll Be Okay,Shawn Mendes,2021,12,1,1950,287201015,78,G,Major
Softcore,The Neighbourhood,2018,3,9,3947,599770206,94,D,Major
Super Gremlin,Kodak Black,2021,10,30,2551,342779426,73,D,Major
Volv�,"Aventura, Bad Bunny",2021,8,3,5375,673801126,176,C#,Major
Todo De Ti,Rauw Alejandro,2020,11,2,11975,1168642797,128,D#,Minor
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",2019,8,30,2696,540539717,120,G#,Major
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,11,5,4963,383550148,82,D,Major
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",2020,3,13,6734,530511203,95,D,Major
Every Angel is Terrifying,The Weeknd,2022,1,7,715,37307967,118,,Major
Tacones Rojos,Sebastian Yatra,2021,10,22,3047,510876816,123,B,Minor
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",2021,3,19,14140,1445941661,90,,Major
Dakiti,"Bad Bunny, Jhay Cortez",2020,10,30,11215,1763363713,110,E,Minor
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2021,12,29,1678,374191487,96,C#,Minor
L���,Stromae,2022,1,9,2035,108809090,88,D,Minor
Nost��l,"Chris Brown, Rvssian, Rauw Alejandro",2021,9,8,2780,436695353,98,A,Minor
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",2021,9,24,4091,421040617,110,,Minor
Life Goes On,Oliver Tree,2020,7,17,2868,501541661,80,,Major
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",2021,9,16,3643,354065229,110,C#,Minor
Butter,BTS,2021,5,21,4779,1143647827,110,G#,Major
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",2022,1,7,3517,311395144,78,C#,Minor
You Right,"Doja Cat, The Weeknd",2021,6,24,5073,672656250,129,G#,Major
deja vu,Olivia Rodrigo,2021,4,1,7545,1256880657,181,A,Major
Dynamite,BTS,2020,8,21,8528,1692897992,114,F#,Minor
TO THE MOON,Jnr Choi,2021,11,5,2979,245095641,144,D,Major
Lost in the Fire,"The Weeknd, Gesaffelstein",2019,1,11,7731,686734357,101,D,Major
Salimo de Noche,"Trueno, Tiago pzk",2021,10,21,1057,261414174,84,D,Major
Volando - Remix,"Sech, Bad Bunny, Mora",2021,7,8,3272,610045621,154,F#,Major
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,3,5,14417,1115880852,148,F,Major
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",2021,9,3,5199,594482982,146,F,Minor
Don't Be Shy,"Ti��sto, Kar",2021,8,1,6026,566954746,120,B,Minor
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1970,1,1,2877,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,110,A,Major
LA FAMA (with The Weeknd),"The Weeknd, ROSAL�",2021,11,11,4640,374706940,136,,Minor
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",2021,11,19,1150,184937148,141,C#,Major
Phantom Regret by Jim,The Weeknd,2022,1,7,768,31959571,108,A,Minor
Dos Oruguitas,Sebastian Yatra,2021,11,19,925,167076418,94,,Major
Freaks,Surf Curse,2015,5,10,3006,824420218,180,A,Major
Acapulco,Jason Derulo,2021,9,1,3098,363467642,122,A#,Major
Daddy Issues,The Neighbourhood,2015,10,30,9771,1127468248,85,A#,Major
thought i was playing,"21 Savage, Gunna",2022,1,7,807,60680939,148,C#,Major
ELEVEN,IVE,2021,12,1,521,247737946,120,A,Major
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2020,7,24,12854,1699402402,91,G,Minor
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2021,11,19,802,154797871,120,E,Major
DANCE CRIP,Trueno,2021,11,17,731,198883004,106,,Major
Miserable Man,David Kushner,2022,1,7,788,124407432,110,A#,Major
happier,Olivia Rodrigo,2021,5,21,3069,850608354,169,F#,Major
Praise God,Kanye West,2021,8,29,4651,376333030,118,C#,Major
Get Into It (Yuh),Doja Cat,2021,6,25,4999,516784627,92,G#,Minor
Before You Go,Lewis Capaldi,2019,11,1,8327,1608045237,112,D#,Major
Sky,Playboi Carti,2020,12,25,3297,506778838,140,D,Major
Rolling in the Deep,Adele,2010,11,29,35684,1472799873,105,G#,Major
Sobrio,Maluma,2021,7,8,3506,513643924,178,F,Major
Peru,"Ed Sheeran, Fireboy DML",2021,12,23,2999,261286503,108,G,Minor
favorite crime,Olivia Rodrigo,2021,5,21,3681,783706581,173,A,Major
Thunder,"Prezioso, Gabry Ponte, LUM!X",2021,5,7,4846,422691058,101,C#,Major
The Business,Ti��,2020,1,1,14311,1062345656,120,G#,Minor
positions,Ariana Grande,2020,10,23,8207,1252563873,144,,Major
I WANNA BE YOUR SLAVE,M��ne,2021,3,19,4873,851070493,133,C#,Major
Vai L�� Em Casa ,"Mar��lia Mendon��a, George Henrique &",2021,10,22,772,263894529,158,G#,Minor
The Feels,TWICE,2021,10,1,1150,345903614,120,A,Major
HEARTBREAK ANNIVERSARY,Giveon,2020,2,21,5398,951637566,129,,Major
No Lie,"Sean Paul, Dua Lipa",2016,11,18,7370,956865266,102,G,Major
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",2021,8,13,6890,427486004,124,G#,Minor
Pope Is a Rockstar,SALES,2016,4,20,1966,156658366,90,E,Minor
2055,Sleepy hallow,2021,4,14,2226,624515457,161,F#,Minor
Bored,Billie Eilish,2017,3,30,4204,777765388,120,G,Major
Happier Than Ever - Edit,Billie Eilish,2021,7,28,1959,412795151,81,,Major
Astronaut In The Ocean,Masked Wolf,2019,1,1,7191,1138474110,150,E,Minor
Ley Seca,"Anuel Aa, Jhay Cortez",2021,9,2,2012,355219175,105,G#,Major
Every Summertime,NIKI,2021,8,10,1211,290228626,79,F#,Major
Talking To The Moon,Bruno Mars,2010,10,4,7109,1062956628,146,C#,Minor
you broke me first,Tate McRae,2020,4,17,6638,1180094974,124,E,Major
The Nights,Avicii,2014,1,1,17354,1456081449,126,F#,Major
Take My Breath,The Weeknd,2021,8,6,6392,432702334,121,G#,Major
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",2021,9,3,5481,489945871,136,B,Minor
C��,Rauw Alejandro,2021,6,25,2636,465959382,102,A,Minor
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",2021,10,27,824,1223481149,77,G,Major
Dance Monkey,Tones and I,2019,5,10,24529,2864791672,98,F#,Minor
Lucid Dreams,Juice WRLD,2017,6,15,14749,2288695111,84,B,Minor
Qu�� M��,"J Balvin, Maria Becerra",2021,1,28,8087,720825549,102,G#,Major
All of Me,John Legend,2013,8,1,27221,2086124197,120,G#,Major
Smells Like Teen Spirit - Remastered 2021,Nirvana,1991,9,10,49991,1690192927,117,C#,Major
Arcade,Duncan Laurence,2019,3,7,6646,991336132,72,A,Minor
Fair Trade (with Travis Scott),"Drake, Travis Scott",2021,9,3,5403,593917618,168,C#,Major
Bar,"Tini, L-Gante",2021,11,11,755,200972675,94,C#,Major
The Rumbling (TV Size),SiM,2022,1,10,254,71014967,145,G#,Major
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2021,8,27,6308,560222750,134,C#,Major
Mr. Brightside,The Killers,2003,9,23,51979,1806617704,148,C#,Major
Blessed-Cursed,ENHYPEN,2022,1,10,246,77337771,127,E,Minor
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",2021,6,24,6556,528544703,172,F#,Minor
Streets,Doja Cat,2019,11,7,5728,865640097,90,B,Major
Shallow,"Lady Gaga, Bradley Cooper",2018,9,27,16636,2159346687,96,G,Major
Polaroid Love,ENHYPEN,2022,1,10,461,211372494,138,G,Minor
